human_gene,mouse_gene,TPM_human,TPM_mouse
CFP,Cfp,4.98480523282443,18.21653118629235
CGA,Cga,0.669907389312977,0.07587148092452359
CGREF1,Cgref1,4.98463156870229,4.280110452435431
CHAD,Chad,20.4686501030534,1.966589577815857
CHADL,Chadl,1.15677022137405,0.5511353896061959
CHI3L1,Chi3l1,419.64804520229,0.44364118953228704
CHIT1,Chit1,0.0854308473282443,0.02489441453613256
CHL1,Chl1,0.310319465648855,0.03276131031582161
CHRD,Chrd,140.314617938931,4.561662091165424
CHRDL1,Chrdl1,0.762869572519084,0.14617622400279262
CHRDL2,Chrdl2,2.97722589312977,0.07056363360787736
CHSY1,Chsy1,4.73802920229008,1.3161432691804351
CILP,Cilp,1.08252928625954,0.21158704998135033
CILP2,Cilp2,0.217948610687023,0.00939380707387612
CLCA1,Clca1,0.0596792977099237,0.11334887938912554
CLCF1,Clcf1,3.28739109541985,0.8698610478548569
CLEC11A,Clec11a,9.08769122137405,2.23874282547626
CLEC3A,Clec3a,0.00188250381679389,0.00272467216863196
CLEC3B,Clec3b,14.2730670801527,1.654555849904203
CLPS,Clps,5.60381069847328,192.5075220988245
CLPSL2,Clpsl2,0.00667480534351145,0.00902147804359483
CLU,Clu,905.417849618321,1361.261880045359
CMA1,Cma1,0.386778324427481,0.13625416099587165
CNDP1,Cndp1,11.4915407251908,0.19664964673449328
CNMD,Cnmd,0.00833718702290076,4.038731950244985
COCH,Coch,0.186874576335878,0.10295853153875568
COL10A1,Col10a1,0.146190141221374,0.02787608420222447
COL11A1,Col11a1,0.0237067022900763,0.0084910647542991
COL11A2,Col11a2,0.730999648854962,0.4175564861639148
COL12A1,Col12a1,1.37351713358779,0.2958954970716867
COL14A1,Col14a1,3.51921985877863,7.974593383939115
COL15A1,Col15a1,0.607916938931298,2.580538579106865
COL16A1,Col16a1,2.36065021755725,0.5783548442919467
COL17A1,Col17a1,0.116595312977099,0.222959192188143
COL18A1,Col18a1,210.235360687023,274.818316912471
COL19A1,Col19a1,0.0259149465648855,0.00838696130073481
COL1A1,Col1a1,33.3250412977099,2.761776844634434
COL1A2,Col1a2,23.9805606870229,6.413538290552385
COL20A1,Col20a1,0.0225621183206107,2.272185359950178
COL22A1,Col22a1,0.0411463091603053,0.0040846489974287
COL24A1,Col24a1,0.030588034351145,0.07774452290483116
COL26A1,Col26a1,4.16103428625954,0.02972667564660013
COL27A1,Col27a1,21.2528365648855,11.206540592304664
COL28A1,Col28a1,0.336963011450382,0.02482194664342677
COL2A1,Col2a1,0.0121607595419847,0
COL3A1,Col3a1,42.6695723664122,11.995898649709636
COL4A1,Col4a1,7.19485716412214,6.752644714534607
COL4A2,Col4a2,7.13376309541985,10.2875038574199
COL4A3,Col4a3,0.554607751908397,0.15328706841481943
COL4A4,Col4a4,0.934138400763359,0.0597724220489693
COL4A5,Col4a5,0.888961935114504,0.9277156643299764
COL4A6,Col4a6,0.098923641221374,0.05428040091091483
COL5A1,Col5a1,5.47965004580153,2.1111606024976544
COL5A2,Col5a2,4.89678358396947,0.9150852610586208
COL5A3,Col5a3,10.969824980916,8.114763613401024
COL6A1,Col6a1,73.3241407251909,4.170923898081214
COL6A2,Col6a2,57.6922438931298,1.851727458088559
COL6A3,Col6a3,5.98054945801527,1.0561470053581332
COL6A5,Col6a5,0.00533635877862595,0.07326155813548746
COL6A6,Col6a6,0.334099717557252,0.07551790970413232
COL7A1,Col7a1,1.99772678244275,0.36831629188600895
COL8A1,Col8a1,0.442373041984733,0.24758382258689723
COL8A2,Col8a2,0.544915988549618,0.0871996480418418
COL9A1,Col9a1,0.0223715267175573,0.00191439638843842
COL9A2,Col9a2,0.64123484351145,0.04074779786518501
COL9A3,Col9a3,1.80201810305344,0.1333322685234656
COLEC10,Colec10,13.044979893129801,8.645599290748546
COLEC11,Colec11,49.4873064885496,18.48009090318598
COMP,Comp,0.28317513740458,0.03893823026949055
COPA,Copa,36.0835111068702,66.35818497257797
CORT,Cort,1.22755452671756,0.1960830673113979
CP,Cp,373.918930152672,289.23283789994156
CPA1,Cpa1,7.26243195801527,159.1327657773444
CPA2,Cpa2,1.54010357251908,27.44923679567475
CPA4,Cpa4,0.0744745458015267,0
CPA5,Cpa5,0.0140632404580153,0.00210089193178541
CPA6,Cpa6,0.0062757213740458,0.00215313149089094
CPB1,Cpb1,2.27511801145038,164.86753218016077
CPB2,Cpb2,122.031863740458,324.69249334347415
CPN1,Cpn1,56.5165444274809,467.8113349703268
CPN2,Cpn2,141.588376870229,193.1792139005695
CPQ,Cpq,12.5921860305344,41.43980485254619
CPXM1,Cpxm1,0.424356534351145,0.7178690443281024
CPXM2,Cpxm2,0.965685927480916,0.19724698323332984
CPZ,Cpz,0.117844374045802,0.36107753759759714
CRB1,Crb1,0.0072299465648855,0.00114170427671095
CREG1,Creg1,63.2291008396947,319.05859091480073
CREG2,Creg2,0.0113873129770992,0.00642385769712682
CRH,Crh,0.00999526717557252,0
CRHBP,Crhbp,24.1727673053435,0
CRISP2,Crisp2,0.151824141221374,0.06739708782596789
CRISP3,Crisp1,0.395760312977099,38.595883987418055
CRISPLD1,Crispld1,0.19334886259542,0.00928811946092857
CRISPLD2,Crispld2,6.22613990839695,0.5263800110814751
CRLF1,Crlf1,1.17861433206107,0.7602001939698729
CRP,Crp,8649.15452343512,568.372837622674
CRTAC1,Crtac1,0.132093667938931,0.0017640185490162
CRTAP,Crtap,13.3130621374046,10.563277606644476
CSF1,Csf1,9.84601026717557,5.012638771643066
CSF2,Csf2,0.0554010610687023,0.00585597176660204
CSF3,Csf3,0.268484770992366,0
CSN1S1,Csn1s1,0.00677520610687023,0.00637675712340266
CSN2,Csn2,0.0025131679389313,0
CSN3,Csn3,0.00524634732824428,0.190881292368201
CSPG5,Cspg5,0.107720450381679,2.7164172173419567
CST11,Cst11,0.00362218320610687,0
CST3,Cst3,124.711374045802,212.62179438860903
CST6,Cst6,0.260488396946565,0.05884241224033791
CST7,Cst7,8.60066751908397,0.1259645498097439
CST8,Cst8,0.00422884351145038,0
CSTL1,Cstl1,0.0586720801526718,0.02002480113811075
CTF1,Ctf1,0.885696648854962,6.245179619848077
CTHRC1,Cthrc1,0.674976614503817,0.1868322596585219
CTSB,Ctsb,143.133116030534,274.59606731650325
CTSD,Ctsd,470.299696183206,392.6403688799715
CX3CL1,Cx3cl1,5.49566633587786,0.16912430587280014
CXADR,Cxadr,9.24024851145038,12.624982348101655
CXCL10,Cxcl10,3.82901035877863,2.853738020676884
CXCL11,Cxcl11,0.178063935114504,3.029317461624233
CXCL12,Cxcl12,43.1629676717557,90.87423209547886
CXCL13,Cxcl13,17.9876342938931,1.366584209464372
CXCL14,Cxcl14,26.0173040839695,1.634835172622914
CXCL17,Cxcl17,0.183230450381679,3.0971023775164364
CXCL9,Cxcl9,1.6191498778626,3.0394287617513385
CYB5D2,Cyb5d2,14.4181038931298,10.998045737860988
DAND5,Dand5,0.0327261984732824,3.714198137823823
DCN,Dcn,24.5800985496183,90.0295840321063
DEFB109B,Defb48,7.8487404580152e-4,0
DEFB110,Defb41,7.7996946564885e-4,0
DEFB113,Defb18,5.4509541984732e-4,0
DEFB115,Defb28,0,0
DEFB116,Defb29,9.2784732824427e-4,0
DEFB118,Defb21,0.00129969465648855,0
