human_gene,mouse_gene,TPM_human,TPM_mouse
A1BG,A1bg,0.6128090141940835,0.5060795463125614
A2M,A2m,49.98204873931875,0.08756128902847586
ABHD15,Abhd15,4.471365586893217,0.956374140752147
ABO,Abo,0.08839631526763406,3.1497901735286185
ACAN,Acan,0.10920142481221348,0.1520632436195657
ACE,Ace,2.14324944396433,9.403043624604424
ACE2,Ace2,0.430795510036462,0.5761159147139377
ACP3,Acp3,7.80592823451456,6.9765566869306985
ACP7,Acp7,0.02360000770093667,0.02613862366172715
ACRBP,Acrbp,0.3839621031736215,3.0082343503991367
ADAM23,Adam23,0.292548098714166,1.9632810235925
ADAMDEC1,Adamdec1,0.13121498919705826,1.4205438233868732
ADAMTS1,Adamts1,15.2440317021499,1.2186278752295423
ADAMTS10,Adamts10,1.2479079101370572,9.582137408275548
ADAMTS12,Adamts12,1.0673501182131155,0.7825440240859909
ADAMTS13,Adamts13,0,0.2551541235327498
ADAMTS14,Adamts14,0.25062984100434366,0.7517008978692132
ADAMTS15,Adamts15,1.0972361857128692,1.0039419828684493
ADAMTS16,Adamts16,0.2357008559133587,0.231425584694508
ADAMTS17,Adamts17,2.51159917696942,0.16192437325206388
ADAMTS18,Adamts18,7.6411453565056675,0.06568337997868756
ADAMTS19,Adamts19,0.3338967414922897,0.00139536157871679
ADAMTS2,Adamts2,0.26490518824306775,2.2832180488087235
ADAMTS20,Adamts20,0.03583513237712077,0.19967074080337535
ADAMTS3,Adamts3,1.04499771990747,0.07900205905247087
ADAMTS4,Adamts4,1.7010186616262448,0.14810826796582632
ADAMTS5,Adamts5,1.7648830869193877,1.7703885460324598
ADAMTS6,Adamts6,0.10649862254147832,0.7123607454792034
ADAMTS7,Adamts7,0.5069795609881538,0.24488704360751845
ADAMTS8,Adamts8,0.4497830345506786,0.2603384033808928
ADAMTS9,Adamts9,7.260922839396052,0.577348854450723
ADAMTSL1,Adamtsl1,1.0637801633232828,1.4834054532824494
ADAMTSL2,Adamtsl2,1.0855360463815529,0.20236917374042468
