Geneid,mouse_gene,ortholog_type,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06,Secretome location,Secretome function,Level,Reliability,Cell type
AAMDC,Aamdc,one-to-one,1.94841294760805,2.20765785351529,1.79630989803204,2.70332536749042,3.08335110489267,2.69627674182352,1.76527202874056,1.2648558452339,1.19973193473628,1.97721822339402,1.64645588337723,1.74433216784158,1.87424729237459,NA,NA,Not detected,Enhanced,glandular cells
AAMP,Aamp,one-to-one,41.7932814254236,46.2509462708031,39.5661554570701,49.377122822674004,39.8826694905395,36.6877395580846,30.0458270471207,36.7624845643996,26.483219252339,35.7408038035788,33.0117895603464,32.6518850279613,39.0419842691624,NA,NA,Medium,Approved,glandular cells
AANAT,Aanat,one-to-one,0.530124129405848,0.168134835188758,0.185237663205118,0.403256193011408,0.45044180203021,0.422716296793913,0.15615100488189,0.897142426076387,0.191596123102983,0.186902054096322,0.478765438230425,0.337722105889859,0.733855062480531,NA,NA,NA,NA,NA
AAR2,Aar2,one-to-one,11.6525307902663,12.5917192069763,9.95106858952293,10.9818543609487,12.4472524942248,8.20256793302916,5.90444618424541,9.92168903158207,6.55892580220294,8.32513651619228,8.51048240793301,6.67020105674176,8.68834732677138,NA,NA,NA,NA,NA
AARD,Aard,one-to-one,0.151418584539481,0.491766871947983,0.2821822106442,0.536117435445189,1.12284250639013,1.3798839020491,0.594682460757089,0.691873615308637,0.525363092681336,0.626378861349437,0.575785584124669,0.555627307516393,0.922283801242719,NA,NA,NA,NA,NA
AARS1,Aars1,one-to-one,37.82895299594,57.6717649608382,24.5274715082911,62.4262601773126,46.154587692354,32.7076888381669,33.551067410299,48.9536127475318,24.732247149153,29.1508474620573,22.6749757353523,23.0448909078082,30.7755796161642,NA,NA,Medium,Supported,glandular cells
AARS2,Aars2,one-to-one,7.40361768720864,7.74886428092608,5.94200573285464,8.27171071358831,10.6157059621442,7.37947415995377,4.94082217718719,6.85197669936832,3.81510089747919,6.53919568968226,5.53163618953312,6.02836070656411,5.11109861591211,NA,NA,Medium,Approved,glandular cells
AARSD1,Aarsd1,one-to-one,0,0,0,0,0,0,0,0,0,0.0988315407266915,0,0,0,NA,NA,Not detected,Supported,glandular cells
AASDH,Aasdh,one-to-one,7.91630241895455,7.68353577776499,7.37637233732749,6.44492059092957,8.138985728245,6.93063362541889,5.53927600576535,6.30359055437145,7.23393501336751,7.44265025681722,6.1914077547698,6.73010997205145,8.02354600481252,NA,NA,High,Approved,glandular cells
AASDHPPT,Aasdhppt,one-to-one,17.602008238549,20.7401945125758,16.1444631806589,17.1175278397461,15.5876808531059,11.9734625678895,9.09919614208392,11.7540815534987,13.1945817281409,15.1108318105653,13.5964721837762,14.9003188404247,15.2493729377448,NA,NA,Low,Approved,glandular cells
AASS,Aass,one-to-one,13.9691265978504,11.353806893783,8.49317793809951,10.1495081286565,20.3435073017096,18.0131248499041,11.4022459358411,6.06767829260505,3.82858721075565,8.38343518956144,6.70186210291826,7.40413785224194,10.9794444620567,NA,NA,Low,Enhanced,glandular cells
AATBC,NA,human-specific,1.40329264365966,1.08731093896709,0.87172086916754,1.38571578270728,1.30542447984476,2.14512826035989,0.557056314283959,0.944823848514929,0.643511706853011,0.822808042413604,1.12461268183125,0.661356543247818,0.877298350302275,NA,NA,NA,NA,NA
AATF,Aatf,one-to-one,0,0,0,0,0,0,0,0,0,0,0.0511784587091995,0,0,NA,NA,High,Uncertain,glandular cells
AATF_1,NA,human-specific,0.336469425004803,0.204892926218385,1.03461792780473,0.595657150632846,4.15847426792725,0.337288595689033,0.317148597694159,0.711769610892017,0.340496601896645,1.48678680569446,0.588552275155794,0.137185274439062,0.248414565281964,NA,NA,NA,NA,NA
AATK,Aatk,one-to-one,6.14026800376556,8.05799461815736,2.8255630421689,8.11646333202613,3.343446494741,3.23355296889969,0.849966677643281,1.75673104616461,0.991363998770482,1.10015958828515,4.96645453250759,1.82120044871487,2.09016934281044,NA,NA,Not detected,Approved,glandular cells
ABALON,NA,human-specific,0.802080872092374,1.2210670920876,0.781346675011816,0.927799396542083,2.3430806353349,1.39543025562762,1.60368641062095,0.863788339557783,0.527065530448827,0.719813533616366,0.748636234938511,1.48647417705384,1.00938813769984,NA,NA,NA,NA,NA
ABAT,Abat,one-to-one,2.12202472138211,1.78513325015424,1.26356384736687,1.99635020130217,3.81475059176766,5.25334485428196,3.50297732688672,1.21945669010622,0.652101353478143,1.58431130301325,1.21254190800629,1.37065792661766,1.58134723330314,NA,NA,Low,Enhanced,glandular cells
ABCA1,Abca1,one-to-one,4.83286862904429,6.9954817949915,4.58399144988823,8.54095264251361,29.2471632289146,6.7187035082081,5.05801430436694,3.7509601980917,3.99930214589074,7.02550958128843,4.21795469380108,5.06882981303891,6.5640648955536,NA,NA,Medium,Approved,glandular cells
ABCA10,NA,human-specific,7.03175629418821,6.33999370267924,4.34778759086658,7.15302199334854,12.2612260933753,9.4978510456704,5.91722504498927,6.34667648717552,6.30424704238917,5.53481475722704,6.79046630594002,9.24547697451538,4.59792369108294,NA,NA,Medium,Uncertain,glandular cells
ABCA11P,NA,human-specific,7.06614201538055,6.61416711235631,5.56074667374647,6.80557940282414,8.59739867381814,9.14195294320726,4.08365778360776,5.23558945571353,3.7579633253579,6.64335707533824,6.15359524820571,5.26194209247516,7.12933416174193,NA,NA,NA,NA,NA
