transcript_id,gene_id,gene_name
ENSMUST00000160883,ENSMUSG00000027822,Slc33a1
ENSMUST00000181653,ENSMUSG00000097724,Gm26850
ENSMUST00000192898,ENSMUSG00000097724,Gm26850
ENSMUST00000043325,ENSMUSG00000040151,Hs2st1
ENSMUST00000160690,ENSMUSG00000040151,Hs2st1
ENSMUST00000199680,ENSMUSG00000040151,Hs2st1
ENSMUST00000196451,ENSMUSG00000104903,Gm43707
ENSMUST00000198100,ENSMUSG00000106057,Gm43560
ENSMUST00000029682,ENSMUSG00000028047,Thbs3
ENSMUST00000142051,ENSMUSG00000028047,Thbs3
ENSMUST00000126315,ENSMUSG00000028047,Thbs3
ENSMUST00000119084,ENSMUSG00000028047,Thbs3
ENSMUST00000146435,ENSMUSG00000028047,Thbs3
ENSMUST00000126700,ENSMUSG00000028047,Thbs3
ENSMUST00000144980,ENSMUSG00000028047,Thbs3
ENSMUST00000136881,ENSMUSG00000028047,Thbs3
ENSMUST00000155924,ENSMUSG00000028047,Thbs3
ENSMUST00000126372,ENSMUSG00000028047,Thbs3
ENSMUST00000153129,ENSMUSG00000028047,Thbs3
ENSMUST00000144859,ENSMUSG00000037072,Selenof
ENSMUST00000082437,ENSMUSG00000037072,Selenof
ENSMUST00000106211,ENSMUSG00000037072,Selenof
ENSMUST00000198936,ENSMUSG00000037072,Selenof
ENSMUST00000151086,ENSMUSG00000037072,Selenof
ENSMUST00000198279,ENSMUSG00000037072,Selenof
ENSMUST00020183044,ENSMUSG00002076123,Gm55673
ENSMUST00000102300,ENSMUSG00000076255,Mir92b
ENSMUST00000198343,ENSMUSG00000105045,Rpl9-ps8
ENSMUST00000041142,ENSMUSG00000042784,Muc1
ENSMUST00000146844,ENSMUSG00000042784,Muc1
ENSMUST00000139206,ENSMUSG00000042784,Muc1
ENSMUST00000029405,ENSMUSG00000027823,Gmps
ENSMUST00000176077,ENSMUSG00000090303,Vmn2r-ps3
ENSMUST00000029406,ENSMUSG00000027824,Vmn2r1
ENSMUST00000158414,ENSMUSG00000089039,Gm22165
ENSMUST00000199186,ENSMUSG00000045576,St7l
ENSMUST00000106769,ENSMUSG00000045576,St7l
ENSMUST00000059271,ENSMUSG00000045576,St7l
ENSMUST00000200132,ENSMUSG00000045576,St7l
ENSMUST00000183914,ENSMUSG00000045576,St7l
ENSMUST00000123876,ENSMUSG00000045576,St7l
ENSMUST00000146237,ENSMUSG00000045576,St7l
ENSMUST00000197098,ENSMUSG00000045576,St7l
ENSMUST00000126775,ENSMUSG00000045576,St7l
ENSMUST00000199335,ENSMUSG00000045576,St7l
ENSMUST00000140457,ENSMUSG00000045576,St7l
ENSMUST00000177151,ENSMUSG00000043897,Vmn2r2
ENSMUST00000077958,ENSMUSG00000043897,Vmn2r2
ENSMUST00000175943,ENSMUSG00000093447,Gm5139
ENSMUST00000176980,ENSMUSG00000093416,Gm18294
ENSMUST00000233015,ENSMUSG00000091572,Vmn2r3
ENSMUST00000233531,ENSMUSG00000091572,Vmn2r3
ENSMUST00000233608,ENSMUSG00000091572,Vmn2r3
ENSMUST00000233241,ENSMUSG00000091572,Vmn2r3
ENSMUST00000233952,ENSMUSG00000091572,Vmn2r3
ENSMUST00000233938,ENSMUSG00000091572,Vmn2r3
ENSMUST00000232849,ENSMUSG00000091572,Vmn2r3
ENSMUST00000176328,ENSMUSG00000091572,Vmn2r3
ENSMUST00000170244,ENSMUSG00000091572,Vmn2r3
ENSMUST00000107464,ENSMUSG00000042766,Trim46
ENSMUST00000090924,ENSMUSG00000042766,Trim46
ENSMUST00000041022,ENSMUSG00000042766,Trim46
ENSMUST00000139419,ENSMUSG00000042766,Trim46
ENSMUST00000143637,ENSMUSG00000042766,Trim46
ENSMUST00000125952,ENSMUSG00000042766,Trim46
ENSMUST00000126691,ENSMUSG00000042747,Krtcap2
ENSMUST00000040888,ENSMUSG00000042747,Krtcap2
ENSMUST00000168900,ENSMUSG00000042747,Krtcap2
ENSMUST00000132818,ENSMUSG00000042747,Krtcap2
ENSMUST00000107462,ENSMUSG00000042737,Dpm3
ENSMUST00000137975,ENSMUSG00000042737,Dpm3
ENSMUST00000040824,ENSMUSG00000042737,Dpm3
ENSMUST00000176836,ENSMUSG00000095107,Vmn2r-ps10
ENSMUST00000176568,ENSMUSG00000093434,Vmn2r-ps11
ENSMUST00000177146,ENSMUSG00000097538,Gm26939
ENSMUST00000199531,ENSMUSG00000037062,Sh3glb1
ENSMUST00000199350,ENSMUSG00000037062,Sh3glb1
ENSMUST00000198254,ENSMUSG00000037062,Sh3glb1
ENSMUST00000163279,ENSMUSG00000037062,Sh3glb1
ENSMUST00000199854,ENSMUSG00000037062,Sh3glb1
ENSMUST00000200532,ENSMUSG00000037062,Sh3glb1
ENSMUST00000200672,ENSMUSG00000106089,Gm9419
ENSMUST00000233255,ENSMUSG00000062200,Vmn2r7
ENSMUST00000161972,ENSMUSG00000062200,Vmn2r7
ENSMUST00000050123,ENSMUSG00000062200,Vmn2r7
ENSMUST00000168072,ENSMUSG00000062200,Vmn2r7
ENSMUST00000175833,ENSMUSG00000093474,Vmn2r-ps12
ENSMUST00000158199,ENSMUSG00000088824,Gm25222
ENSMUST00000176920,ENSMUSG00000093767,Vmn2r-ps13
ENSMUST00000098761,ENSMUSG00000040896,Kcnd3
ENSMUST00000141694,ENSMUSG00000040896,Kcnd3
ENSMUST00000118360,ENSMUSG00000040896,Kcnd3
ENSMUST00000147209,ENSMUSG00000040896,Kcnd3
ENSMUST00000079169,ENSMUSG00000040896,Kcnd3
ENSMUST00000200070,ENSMUSG00000105753,Gm43847
ENSMUST00000185119,ENSMUSG00000027953,Slc50a1
ENSMUST00000107460,ENSMUSG00000027953,Slc50a1
ENSMUST00000132445,ENSMUSG00000027953,Slc50a1
ENSMUST00000133575,ENSMUSG00000027953,Slc50a1
ENSMUST00000029565,ENSMUSG00000027953,Slc50a1
ENSMUST00000144777,ENSMUSG00000027953,Slc50a1
ENSMUST00000148095,ENSMUSG00000027953,Slc50a1
ENSMUST00000130230,ENSMUSG00000027953,Slc50a1
ENSMUST00000130690,ENSMUSG00000027953,Slc50a1
ENSMUST00000108300,ENSMUSG00000027699,Ect2
ENSMUST00000108298,ENSMUSG00000027699,Ect2
ENSMUST00000184113,ENSMUSG00000027699,Ect2
ENSMUST00000150061,ENSMUSG00000027699,Ect2
ENSMUST00000176908,ENSMUSG00000027699,Ect2
ENSMUST00000108296,ENSMUSG00000027699,Ect2
ENSMUST00000124727,ENSMUSG00000027699,Ect2
ENSMUST00000196926,ENSMUSG00000027699,Ect2
ENSMUST00000176780,ENSMUSG00000027699,Ect2
ENSMUST00000176535,ENSMUSG00000027699,Ect2
ENSMUST00000177055,ENSMUSG00000027699,Ect2
ENSMUST00000175857,ENSMUSG00000027699,Ect2
ENSMUST00000176242,ENSMUSG00000027699,Ect2
ENSMUST00000157117,ENSMUSG00000087742,Gm25152
ENSMUST00000029932,ENSMUSG00000056025,Clca3a1
ENSMUST00000059091,ENSMUSG00000056025,Clca3a1
ENSMUST00000198545,ENSMUSG00000104841,Gm17743
ENSMUST00000029566,ENSMUSG00000027954,Efna1
ENSMUST00000118587,ENSMUSG00000027954,Efna1
ENSMUST00000118860,ENSMUSG00000027954,Efna1
ENSMUST00000175352,ENSMUSG00000093093,Gm22642
ENSMUST00000046515,ENSMUSG00000027698,Nceh1
ENSMUST00000138947,ENSMUSG00000027698,Nceh1
ENSMUST00000129412,ENSMUSG00000027698,Nceh1
ENSMUST00000091284,ENSMUSG00000027698,Nceh1
ENSMUST00000140872,ENSMUSG00000027698,Nceh1
ENSMUST00000193346,ENSMUSG00000102186,Gm37191
ENSMUST00000199484,ENSMUSG00000105806,Gm43345
ENSMUST00000029673,ENSMUSG00000028039,Efna3
ENSMUST00000200436,ENSMUSG00000028039,Efna3
ENSMUST00000139439,ENSMUSG00000028039,Efna3
ENSMUST00000029929,ENSMUSG00000028262,Clca3a2
ENSMUST00000199029,ENSMUSG00000028262,Clca3a2
ENSMUST00000197013,ENSMUSG00000028262,Clca3a2
ENSMUST00000159643,ENSMUSG00000028262,Clca3a2
ENSMUST00000198543,ENSMUSG00000105900,Gm43240
ENSMUST00000029674,ENSMUSG00000028040,Efna4
ENSMUST00000180791,ENSMUSG00000097004,4731419I09Rik
ENSMUST00000046383,ENSMUSG00000039304,Tnfsf10
ENSMUST00000174840,ENSMUSG00000039304,Tnfsf10
ENSMUST00000159989,ENSMUSG00000037033,Clca3b
ENSMUST00000161990,ENSMUSG00000089950,Gm16215
ENSMUST00000057186,ENSMUSG00000051136,Ghsr
ENSMUST00000098549,ENSMUSG00000074195,Clca4b
ENSMUST00000238901,ENSMUSG00000027827,Kcnab1
ENSMUST00000193778,ENSMUSG00000027827,Kcnab1
ENSMUST00000239069,ENSMUSG00000027827,Kcnab1
ENSMUST00000159525,ENSMUSG00000027827,Kcnab1
ENSMUST00000049230,ENSMUSG00000027827,Kcnab1
ENSMUST00000161404,ENSMUSG00000027827,Kcnab1
ENSMUST00000161979,ENSMUSG00000027827,Kcnab1
ENSMUST00000160136,ENSMUSG00000027827,Kcnab1
ENSMUST00000161956,ENSMUSG00000027827,Kcnab1
ENSMUST00000029923,ENSMUSG00000068547,Clca4a
ENSMUST00000238960,ENSMUSG00000068547,Clca4a
ENSMUST00000195008,ENSMUSG00000039286,Fndc3b
ENSMUST00000046157,ENSMUSG00000039286,Fndc3b
ENSMUST00000191684,ENSMUSG00000039286,Fndc3b
ENSMUST00000193779,ENSMUSG00000039286,Fndc3b
ENSMUST00000198898,ENSMUSG00000106361,Gm35066
ENSMUST00000198723,ENSMUSG00000106625,Gm43344
ENSMUST00000174954,ENSMUSG00000092695,Mir3092
ENSMUST00000058077,ENSMUSG00000043164,Tmem212
ENSMUST00000158147,ENSMUSG00000088772,Gm26040
ENSMUST00000029414,ENSMUSG00000027828,Ssr3
ENSMUST00000139785,ENSMUSG00000027828,Ssr3
ENSMUST00000119896,ENSMUSG00000027828,Ssr3
ENSMUST00000029919,ENSMUSG00000028255,Clca1
ENSMUST00000195901,ENSMUSG00000028255,Clca1
ENSMUST00000198832,ENSMUSG00000028255,Clca1
ENSMUST00000131852,ENSMUSG00000048916,Gm5540
ENSMUST00000193896,ENSMUSG00000103513,Gm34780
ENSMUST00000193297,ENSMUSG00000103880,Gm37009
ENSMUST00000157200,ENSMUSG00000087825,Gm22279
ENSMUST00000047906,ENSMUSG00000034640,Tiparp
ENSMUST00000130705,ENSMUSG00000034640,Tiparp
ENSMUST00000154094,ENSMUSG00000034640,Tiparp
ENSMUST00000178959,ENSMUSG00000082280,Gm5847
ENSMUST00000194259,ENSMUSG00000103294,Gm38233
ENSMUST00000185035,ENSMUSG00000098944,Mir8120
ENSMUST00000099075,ENSMUSG00000074579,Lekr1
ENSMUST00000107848,ENSMUSG00000074579,Lekr1
ENSMUST00000161794,ENSMUSG00000074579,Lekr1
ENSMUST00000195559,ENSMUSG00000074579,Lekr1
ENSMUST00000177434,ENSMUSG00000074579,Lekr1
ENSMUST00000161534,ENSMUSG00000074579,Lekr1
ENSMUST00000161851,ENSMUSG00000074579,Lekr1
ENSMUST00000193471,ENSMUSG00000104037,Gm37776
ENSMUST00000040465,ENSMUSG00000036960,Clca2
ENSMUST00000198993,ENSMUSG00000036960,Clca2
ENSMUST00000197121,ENSMUSG00000036960,Clca2
ENSMUST00000239779,ENSMUSG00000119678,Gm25755
ENSMUST00000192502,ENSMUSG00000103440,Gm37131
ENSMUST00000194475,ENSMUSG00000102566,Gm37037
ENSMUST00000129002,ENSMUSG00000027829,Ccnl1
ENSMUST00000154585,ENSMUSG00000027829,Ccnl1
ENSMUST00000122919,ENSMUSG00000027829,Ccnl1
ENSMUST00000029416,ENSMUSG00000027829,Ccnl1
ENSMUST00000135719,ENSMUSG00000027829,Ccnl1
ENSMUST00000142153,ENSMUSG00000027829,Ccnl1
ENSMUST00000149729,ENSMUSG00000027829,Ccnl1
ENSMUST00000144810,ENSMUSG00000027829,Ccnl1
ENSMUST00000150304,ENSMUSG00000027829,Ccnl1
ENSMUST00000149160,ENSMUSG00000027829,Ccnl1
ENSMUST00000145186,ENSMUSG00000027829,Ccnl1
ENSMUST00000132998,ENSMUSG00000027829,Ccnl1
ENSMUST00000146284,ENSMUSG00000027829,Ccnl1
ENSMUST00000148623,ENSMUSG00000027829,Ccnl1
ENSMUST00000196905,ENSMUSG00000105051,Gm4248
ENSMUST00000192731,ENSMUSG00000102914,Gm35106
ENSMUST00000193314,ENSMUSG00000102652,Gm37078
ENSMUST00000194681,ENSMUSG00000103641,Gm19024
ENSMUST00000192096,ENSMUSG00000103369,Gm6546
ENSMUST00000029419,ENSMUSG00000027831,Veph1
ENSMUST00000107837,ENSMUSG00000027831,Veph1
ENSMUST00000182815,ENSMUSG00000027831,Veph1
ENSMUST00000192618,ENSMUSG00000104189,Gm37822
ENSMUST00000082588,ENSMUSG00000064522,Gm26442
ENSMUST00000193942,ENSMUSG00000104307,Gm36973
ENSMUST00000182471,ENSMUSG00000097968,Tpi-rs2
ENSMUST00000192606,ENSMUSG00000103208,Gm37330
ENSMUST00000079132,ENSMUSG00000062778,Chia1
ENSMUST00000139086,ENSMUSG00000062778,Chia1
ENSMUST00000143128,ENSMUSG00000062778,Chia1
ENSMUST00000029421,ENSMUSG00000027832,Ptx3
ENSMUST00000182521,ENSMUSG00000027832,Ptx3
ENSMUST00000234873,ENSMUSG00000117623,Gm50014
ENSMUST00000193914,ENSMUSG00000103600,Gm17952
ENSMUST00000195167,ENSMUSG00000103700,Gm6555
ENSMUST00000194313,ENSMUSG00000103318,Gm38356
ENSMUST00000120834,ENSMUSG00000027695,Pld1
ENSMUST00000127139,ENSMUSG00000027695,Pld1
ENSMUST00000125338,ENSMUSG00000027695,Pld1
ENSMUST00000067757,ENSMUSG00000027695,Pld1
ENSMUST00000123539,ENSMUSG00000027695,Pld1
ENSMUST00000148827,ENSMUSG00000027695,Pld1
ENSMUST00000149017,ENSMUSG00000027695,Pld1
ENSMUST00000131842,ENSMUSG00000027695,Pld1
ENSMUST00000195622,ENSMUSG00000027695,Pld1
ENSMUST00000126594,ENSMUSG00000027695,Pld1
ENSMUST00000196891,ENSMUSG00000105794,Gm43516
ENSMUST00000192290,ENSMUSG00000103729,Gm37098
ENSMUST00000063062,ENSMUSG00000040809,Chil3
ENSMUST00000149836,ENSMUSG00000040809,Chil3
ENSMUST00000129563,ENSMUSG00000040809,Chil3
ENSMUST00000199870,ENSMUSG00000104855,Gm43709
ENSMUST00000162098,ENSMUSG00000027833,Shox2
ENSMUST00000029422,ENSMUSG00000027833,Shox2
ENSMUST00000162060,ENSMUSG00000027833,Shox2
ENSMUST00000162439,ENSMUSG00000027833,Shox2
ENSMUST00000195261,ENSMUSG00000027833,Shox2
ENSMUST00000082219,ENSMUSG00000063779,Chil4
ENSMUST00000196128,ENSMUSG00000063779,Chil4
ENSMUST00000197160,ENSMUSG00000106373,Gm6522
ENSMUST00000198208,ENSMUSG00000105436,Gm43212
ENSMUST00000029510,ENSMUSG00000027902,Chil6
ENSMUST00000184651,ENSMUSG00000028041,Adam15
ENSMUST00000107448,ENSMUSG00000028041,Adam15
ENSMUST00000029676,ENSMUSG00000028041,Adam15
ENSMUST00000148068,ENSMUSG00000028041,Adam15
ENSMUST00000156250,ENSMUSG00000028041,Adam15
ENSMUST00000107446,ENSMUSG00000028041,Adam15
ENSMUST00000074582,ENSMUSG00000028041,Adam15
ENSMUST00000139705,ENSMUSG00000028041,Adam15
ENSMUST00000155868,ENSMUSG00000028041,Adam15
ENSMUST00000144608,ENSMUSG00000028041,Adam15
ENSMUST00000134839,ENSMUSG00000028041,Adam15
ENSMUST00000155295,ENSMUSG00000028041,Adam15
ENSMUST00000134590,ENSMUSG00000028041,Adam15
ENSMUST00000199435,ENSMUSG00000028256,Odf2l
ENSMUST00000098538,ENSMUSG00000028256,Odf2l
ENSMUST00000199307,ENSMUSG00000028256,Odf2l
ENSMUST00000098539,ENSMUSG00000028256,Odf2l
ENSMUST00000196898,ENSMUSG00000028256,Odf2l
ENSMUST00000029920,ENSMUSG00000028256,Odf2l
ENSMUST00000196552,ENSMUSG00000028256,Odf2l
ENSMUST00000197657,ENSMUSG00000028256,Odf2l
ENSMUST00000199124,ENSMUSG00000028256,Odf2l
ENSMUST00000196857,ENSMUSG00000028256,Odf2l
ENSMUST00000198764,ENSMUSG00000028256,Odf2l
ENSMUST00000199045,ENSMUSG00000028256,Odf2l
ENSMUST00000196426,ENSMUSG00000028256,Odf2l
ENSMUST00000200014,ENSMUSG00000028256,Odf2l
ENSMUST00000198808,ENSMUSG00000028256,Odf2l
ENSMUST00000195926,ENSMUSG00000028256,Odf2l
ENSMUST00000200353,ENSMUSG00000028256,Odf2l
ENSMUST00000106192,ENSMUSG00000028256,Odf2l
ENSMUST00000070820,ENSMUSG00000042672,Dcst1
ENSMUST00000139467,ENSMUSG00000042672,Dcst1
ENSMUST00000124766,ENSMUSG00000042672,Dcst1
ENSMUST00000200174,ENSMUSG00000042672,Dcst1
ENSMUST00000128002,ENSMUSG00000042672,Dcst1
ENSMUST00000127766,ENSMUSG00000042672,Dcst1
ENSMUST00000208216,ENSMUSG00000109293,Dcst2
ENSMUST00000107433,ENSMUSG00000028042,Zbtb7b
ENSMUST00000107435,ENSMUSG00000028042,Zbtb7b
ENSMUST00000107432,ENSMUSG00000028042,Zbtb7b
ENSMUST00000029677,ENSMUSG00000028042,Zbtb7b
ENSMUST00000126027,ENSMUSG00000028042,Zbtb7b
ENSMUST00000142119,ENSMUSG00000028042,Zbtb7b
ENSMUST00000148361,ENSMUSG00000028042,Zbtb7b
ENSMUST00000124783,ENSMUSG00000028042,Zbtb7b
ENSMUST00000139094,ENSMUSG00000028042,Zbtb7b
ENSMUST00000162036,ENSMUSG00000034544,Rsrc1
ENSMUST00000162362,ENSMUSG00000034544,Rsrc1
ENSMUST00000065074,ENSMUSG00000034544,Rsrc1
ENSMUST00000162620,ENSMUSG00000034544,Rsrc1
ENSMUST00000065047,ENSMUSG00000034544,Rsrc1
ENSMUST00000046542,ENSMUSG00000034544,Rsrc1
ENSMUST00000162693,ENSMUSG00000034544,Rsrc1
ENSMUST00000161726,ENSMUSG00000034544,Rsrc1
ENSMUST00000160504,ENSMUSG00000034544,Rsrc1
ENSMUST00000182708,ENSMUSG00000034544,Rsrc1
ENSMUST00000029848,ENSMUSG00000028197,Col24a1
ENSMUST00000139001,ENSMUSG00000028197,Col24a1
ENSMUST00000127379,ENSMUSG00000028197,Col24a1
ENSMUST00000142441,ENSMUSG00000028197,Col24a1
ENSMUST00000240229,ENSMUSG00000118721,Gm22295
ENSMUST00000197919,ENSMUSG00000105619,9530034A14Rik
ENSMUST00000057431,ENSMUSG00000078173,Lenep
ENSMUST00000199255,ENSMUSG00000105959,D530037P16Rik
ENSMUST00000068301,ENSMUSG00000040774,Cept1
ENSMUST00000121231,ENSMUSG00000040774,Cept1
ENSMUST00000039153,ENSMUSG00000040774,Cept1
ENSMUST00000192438,ENSMUSG00000040774,Cept1
ENSMUST00000148269,ENSMUSG00000040774,Cept1
ENSMUST00000137530,ENSMUSG00000040774,Cept1
ENSMUST00000141525,ENSMUSG00000040774,Cept1
ENSMUST00000077916,ENSMUSG00000048416,Mlf1
ENSMUST00000142538,ENSMUSG00000048416,Mlf1
ENSMUST00000126628,ENSMUSG00000048416,Mlf1
ENSMUST00000061322,ENSMUSG00000048416,Mlf1
ENSMUST00000050398,ENSMUSG00000042642,Flad1
ENSMUST00000129308,ENSMUSG00000042642,Flad1
ENSMUST00000107426,ENSMUSG00000042642,Flad1
ENSMUST00000107429,ENSMUSG00000042642,Flad1
ENSMUST00000162701,ENSMUSG00000042642,Flad1
ENSMUST00000029679,ENSMUSG00000028044,Cks1b
ENSMUST00000107422,ENSMUSG00000028044,Cks1b
ENSMUST00000183484,ENSMUSG00000028044,Cks1b
ENSMUST00000077271,ENSMUSG00000027774,Gfm1
ENSMUST00000161009,ENSMUSG00000027774,Gfm1
ENSMUST00000160529,ENSMUSG00000027774,Gfm1
ENSMUST00000058981,ENSMUSG00000047557,Lxn
ENSMUST00000160827,ENSMUSG00000047557,Lxn
ENSMUST00000160202,ENSMUSG00000047557,Lxn
ENSMUST00000195639,ENSMUSG00000103703,Gm42568
ENSMUST00000054825,ENSMUSG00000049404,Rarres1
ENSMUST00000104271,ENSMUSG00000077459,Gm25919
ENSMUST00000199033,ENSMUSG00000074182,Znhit6
ENSMUST00000098534,ENSMUSG00000074182,Znhit6
ENSMUST00000200574,ENSMUSG00000074182,Znhit6
ENSMUST00000196413,ENSMUSG00000074182,Znhit6
ENSMUST00000197940,ENSMUSG00000074182,Znhit6
ENSMUST00000197604,ENSMUSG00000074182,Znhit6
ENSMUST00000197474,ENSMUSG00000074182,Znhit6
ENSMUST00000029344,ENSMUSG00000027775,Mfsd1
ENSMUST00000192776,ENSMUSG00000027775,Mfsd1
ENSMUST00000194852,ENSMUSG00000103206,Gm8515
ENSMUST00000193360,ENSMUSG00000103606,Gm412
ENSMUST00000194922,ENSMUSG00000102746,Gm37601
ENSMUST00000029846,ENSMUSG00000028195,Ccn1
ENSMUST00000192744,ENSMUSG00000104477,Gm18717
ENSMUST00000067630,ENSMUSG00000027900,Dram2
ENSMUST00000129053,ENSMUSG00000027900,Dram2
ENSMUST00000134396,ENSMUSG00000027900,Dram2
ENSMUST00000121034,ENSMUSG00000027900,Dram2
ENSMUST00000135740,ENSMUSG00000027900,Dram2
ENSMUST00000029507,ENSMUSG00000027900,Dram2
ENSMUST00000144746,ENSMUSG00000027900,Dram2
ENSMUST00000132923,ENSMUSG00000027900,Dram2
ENSMUST00000151465,ENSMUSG00000027900,Dram2
ENSMUST00000198263,ENSMUSG00000105608,Gm43408
ENSMUST00000197233,ENSMUSG00000105272,Gm43071
ENSMUST00000192296,ENSMUSG00000103053,Gm38271
ENSMUST00000063263,ENSMUSG00000051777,Iqcj
ENSMUST00000182006,ENSMUSG00000102422,Iqschfp
ENSMUST00000029845,ENSMUSG00000028194,Ddah1
ENSMUST00000120310,ENSMUSG00000028194,Ddah1
ENSMUST00000127193,ENSMUSG00000028194,Ddah1
ENSMUST00000197842,ENSMUSG00000028191,Bcl10
ENSMUST00000029842,ENSMUSG00000028191,Bcl10
ENSMUST00000198122,ENSMUSG00000028191,Bcl10
ENSMUST00000098751,ENSMUSG00000056260,Lrif1
ENSMUST00000156544,ENSMUSG00000056260,Lrif1
ENSMUST00000130105,ENSMUSG00000056260,Lrif1
ENSMUST00000127003,ENSMUSG00000056260,Lrif1
ENSMUST00000106736,ENSMUSG00000056260,Lrif1
ENSMUST00000154973,ENSMUSG00000056260,Lrif1
ENSMUST00000122928,ENSMUSG00000056260,Lrif1
ENSMUST00000131330,ENSMUSG00000056260,Lrif1
ENSMUST00000106737,ENSMUSG00000056260,Lrif1
ENSMUST00000098750,ENSMUSG00000056260,Lrif1
ENSMUST00000150513,ENSMUSG00000056260,Lrif1
ENSMUST00000150888,ENSMUSG00000056260,Lrif1
ENSMUST00000194058,ENSMUSG00000102780,Gm38253
ENSMUST00000039571,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000134575,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000152783,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000189656,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000190472,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000138876,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000188034,ENSMUSG00000036873,2410004B18Rik
ENSMUST00000038845,ENSMUSG00000040747,Cd53
ENSMUST00000213616,ENSMUSG00000043529,Or11i1
ENSMUST00000216610,ENSMUSG00000043529,Or11i1
ENSMUST00000059486,ENSMUSG00000043529,Or11i1
ENSMUST00000212479,ENSMUSG00000036863,Syde2
ENSMUST00000200546,ENSMUSG00000036863,Syde2
ENSMUST00000195918,ENSMUSG00000036863,Syde2
ENSMUST00000039517,ENSMUSG00000036863,Syde2
ENSMUST00000160285,ENSMUSG00000043020,Dnai3
ENSMUST00000162572,ENSMUSG00000043020,Dnai3
ENSMUST00000161104,ENSMUSG00000043020,Dnai3
ENSMUST00000084003,ENSMUSG00000065937,Gm25627
ENSMUST00000039110,ENSMUSG00000042626,Shc1
ENSMUST00000125036,ENSMUSG00000042626,Shc1
ENSMUST00000154791,ENSMUSG00000042626,Shc1
ENSMUST00000128238,ENSMUSG00000042626,Shc1
ENSMUST00000107417,ENSMUSG00000042626,Shc1
ENSMUST00000153334,ENSMUSG00000042626,Shc1
ENSMUST00000094378,ENSMUSG00000042626,Shc1
ENSMUST00000137793,ENSMUSG00000042626,Shc1
ENSMUST00000146306,ENSMUSG00000042626,Shc1
ENSMUST00000191485,ENSMUSG00000042626,Shc1
ENSMUST00000029346,ENSMUSG00000027777,Schip1
ENSMUST00000169909,ENSMUSG00000027777,Schip1
ENSMUST00000182532,ENSMUSG00000027777,Schip1
ENSMUST00000192555,ENSMUSG00000027777,Schip1
ENSMUST00000182719,ENSMUSG00000027777,Schip1
ENSMUST00000170788,ENSMUSG00000027777,Schip1
ENSMUST00000182997,ENSMUSG00000027777,Schip1
ENSMUST00000182360,ENSMUSG00000027777,Schip1
ENSMUST00000136573,ENSMUSG00000047824,Pygo2
ENSMUST00000060061,ENSMUSG00000047824,Pygo2
ENSMUST00000146037,ENSMUSG00000047824,Pygo2
ENSMUST00000133680,ENSMUSG00000047824,Pygo2
ENSMUST00000107413,ENSMUSG00000047824,Pygo2
ENSMUST00000125830,ENSMUSG00000047824,Pygo2
ENSMUST00000140214,ENSMUSG00000036853,Mcoln3
ENSMUST00000039450,ENSMUSG00000036853,Mcoln3
ENSMUST00000146689,ENSMUSG00000036853,Mcoln3
ENSMUST00000038942,ENSMUSG00000042613,Pbxip1
ENSMUST00000141340,ENSMUSG00000042613,Pbxip1
ENSMUST00000130858,ENSMUSG00000042613,Pbxip1
ENSMUST00000146630,ENSMUSG00000042613,Pbxip1
ENSMUST00000145753,ENSMUSG00000042613,Pbxip1
ENSMUST00000198440,ENSMUSG00000027952,Pmvk
ENSMUST00000029564,ENSMUSG00000027952,Pmvk
ENSMUST00000107410,ENSMUSG00000027952,Pmvk
ENSMUST00000184515,ENSMUSG00000027952,Pmvk
ENSMUST00000000811,ENSMUSG00000000794,Kcnn3
ENSMUST00000124584,ENSMUSG00000000794,Kcnn3
ENSMUST00000011152,ENSMUSG00000011008,Mcoln2
ENSMUST00000169533,ENSMUSG00000011008,Mcoln2
ENSMUST00000098524,ENSMUSG00000011008,Mcoln2
ENSMUST00000170972,ENSMUSG00000011008,Mcoln2
ENSMUST00000169984,ENSMUSG00000011008,Mcoln2
ENSMUST00000039164,ENSMUSG00000036832,Lpar3
ENSMUST00000197740,ENSMUSG00000105209,Gm43334
ENSMUST00000197639,ENSMUSG00000105602,Gm10636
ENSMUST00000157593,ENSMUSG00000088218,Gm22078
ENSMUST00020182892,ENSMUSG00002075872,Gm55818
ENSMUST00000106151,ENSMUSG00000036825,Ssx2ip
ENSMUST00000106153,ENSMUSG00000036825,Ssx2ip
ENSMUST00000039021,ENSMUSG00000036825,Ssx2ip
ENSMUST00000106149,ENSMUSG00000036825,Ssx2ip
ENSMUST00000149262,ENSMUSG00000036825,Ssx2ip
ENSMUST00000129978,ENSMUSG00000036825,Ssx2ip
ENSMUST00000141103,ENSMUSG00000036825,Ssx2ip
ENSMUST00000197166,ENSMUSG00000028189,Ctbs
ENSMUST00000061937,ENSMUSG00000028189,Ctbs
ENSMUST00000196609,ENSMUSG00000028189,Ctbs
ENSMUST00000029840,ENSMUSG00000028189,Ctbs
ENSMUST00000200488,ENSMUSG00000028188,Spata1
