transcript_id,gene_id,gene_name
ENSMUST00000185623,ENSMUSG00000121313,Gm57962
ENSMUST00000300745,ENSMUSG00000121313,Gm57962
ENSMUST00000305540,ENSMUSG00000131372,Gm57963
ENSMUST00000307224,ENSMUSG00000131694,Gm57964
ENSMUST00000307255,ENSMUSG00000131706,Gm57965
ENSMUST00000308633,ENSMUSG00000131841,Gm57966
ENSMUST00000309335,ENSMUSG00000131936,Gm57967
ENSMUST00000310517,ENSMUSG00000132174,Gm57968
ENSMUST00000310595,ENSMUSG00000132188,Gm57969
ENSMUST00000310735,ENSMUSG00000132208,Gm57970
ENSMUST00000311861,ENSMUSG00000132384,Gm57971
ENSMUST00000311862,ENSMUSG00000132384,Gm57971
ENSMUST00000312735,ENSMUSG00000132524,Gm57972
ENSMUST00000313062,ENSMUSG00000132596,Gm57973
ENSMUST00000313818,ENSMUSG00000132746,Gm57974
ENSMUST00000313819,ENSMUSG00000132746,Gm57974
ENSMUST00000187886,ENSMUSG00000121330,Gm57975
ENSMUST00000187827,ENSMUSG00000121330,Gm57975
ENSMUST00000187668,ENSMUSG00000121330,Gm57975
ENSMUST00000186306,ENSMUSG00000121330,Gm57975
ENSMUST00000188477,ENSMUSG00000121330,Gm57975
ENSMUST00000188513,ENSMUSG00000121330,Gm57975
ENSMUST00000189390,ENSMUSG00000121330,Gm57975
ENSMUST00000185923,ENSMUSG00000121330,Gm57975
ENSMUST00000316205,ENSMUSG00000133143,Gm57976
ENSMUST00000316708,ENSMUSG00000133232,Gm57977
ENSMUST00000172304,ENSMUSG00000121462,Gm57978
ENSMUST00000169014,ENSMUSG00000121462,Gm57978
ENSMUST00000317701,ENSMUSG00000121462,Gm57978
ENSMUST00000317702,ENSMUSG00000121462,Gm57978
ENSMUST00000317703,ENSMUSG00000121462,Gm57978
ENSMUST00000317704,ENSMUSG00000121462,Gm57978
ENSMUST00000317705,ENSMUSG00000121462,Gm57978
ENSMUST00000317706,ENSMUSG00000121462,Gm57978
ENSMUST00000317707,ENSMUSG00000121462,Gm57978
ENSMUST00000317708,ENSMUSG00000121462,Gm57978
ENSMUST00000317709,ENSMUSG00000121462,Gm57978
ENSMUST00000317710,ENSMUSG00000121462,Gm57978
ENSMUST00000317711,ENSMUSG00000121462,Gm57978
ENSMUST00000317712,ENSMUSG00000121462,Gm57978
ENSMUST00000317713,ENSMUSG00000121462,Gm57978
ENSMUST00000317714,ENSMUSG00000121462,Gm57978
ENSMUST00000317715,ENSMUSG00000121462,Gm57978
ENSMUST00000317716,ENSMUSG00000121462,Gm57978
ENSMUST00000318303,ENSMUSG00000133499,Gm57979
ENSMUST00000319152,ENSMUSG00000133610,Gm57980
ENSMUST00000320027,ENSMUSG00000133679,Gm57981
ENSMUST00000320028,ENSMUSG00000133679,Gm57981
ENSMUST00000320230,ENSMUSG00000133715,Gm57982
ENSMUST00000320231,ENSMUSG00000133715,Gm57982
ENSMUST00000320742,ENSMUSG00000133777,Gm57983
ENSMUST00000322092,ENSMUSG00000134019,Gm57984
ENSMUST00000322093,ENSMUSG00000134019,Gm57984
ENSMUST00000322473,ENSMUSG00000134101,Gm57985
ENSMUST00000323969,ENSMUSG00000134331,Gm57986
ENSMUST00000323987,ENSMUSG00000134337,Gm57987
ENSMUST00000324268,ENSMUSG00000134409,Gm54092
ENSMUST00000324269,ENSMUSG00000134409,Gm54092
ENSMUST00000191581,ENSMUSG00000101036,Gm28588
ENSMUST00000327253,ENSMUSG00000134844,Gm57988
ENSMUST00000328267,ENSMUSG00000135044,Gm57989
ENSMUST00000328633,ENSMUSG00000135105,Gm57990
ENSMUST00000329160,ENSMUSG00000135241,Gm57991
ENSMUST00000329161,ENSMUSG00000135241,Gm57991
ENSMUST00000188980,ENSMUSG00000100421,Gm29044
ENSMUST00000188916,ENSMUSG00000100421,Gm29044
ENSMUST00000330203,ENSMUSG00000135454,Gm57992
ENSMUST00000330563,ENSMUSG00000135505,Gm57993
ENSMUST00000331110,ENSMUSG00000135589,Gm57994
ENSMUST00000331263,ENSMUSG00000135608,Gm57995
ENSMUST00000190968,ENSMUSG00000121320,Gm57996
ENSMUST00000331512,ENSMUSG00000121320,Gm57996
ENSMUST00000332300,ENSMUSG00000135792,Gm57997
ENSMUST00000332903,ENSMUSG00000135916,Gm57998
ENSMUST00000332904,ENSMUSG00000135916,Gm57998
ENSMUST00000333416,ENSMUSG00000135999,Gm57999
ENSMUST00000334322,ENSMUSG00000136139,Gm58000
ENSMUST00000336926,ENSMUSG00000136641,Gm58001
ENSMUST00000337154,ENSMUSG00000136667,Gm58002
ENSMUST00000338604,ENSMUSG00000136973,Gm58003
ENSMUST00000338605,ENSMUSG00000136973,Gm58003
ENSMUST00000338959,ENSMUSG00000137018,Gm58004
ENSMUST00000189723,ENSMUSG00000121459,Gm21064
ENSMUST00000341390,ENSMUSG00000121459,Gm21064
ENSMUST00000341391,ENSMUSG00000121459,Gm21064
ENSMUST00000341392,ENSMUSG00000121459,Gm21064
ENSMUST00000342025,ENSMUSG00000137485,Gm58006
ENSMUST00000342076,ENSMUSG00000137493,Gm58007
ENSMUST00000342686,ENSMUSG00000137623,Gm58008
ENSMUST00000342854,ENSMUSG00000137663,Gm58009
ENSMUST00000342855,ENSMUSG00000137663,Gm58009
ENSMUST00000346559,ENSMUSG00000138257,Gm58010
ENSMUST00000348278,ENSMUSG00000138502,Gm58011
ENSMUST00000350226,ENSMUSG00000138894,Gm58012
ENSMUST00000186941,ENSMUSG00000121460,4921509O09Rik
ENSMUST00000352344,ENSMUSG00000121460,4921509O09Rik
ENSMUST00000352345,ENSMUSG00000121460,4921509O09Rik
ENSMUST00000352346,ENSMUSG00000121460,4921509O09Rik
ENSMUST00000354672,ENSMUSG00000139685,Gm58014
ENSMUST00000354673,ENSMUSG00000139685,Gm58014
ENSMUST00000354706,ENSMUSG00000139698,Gm58015
ENSMUST00000355643,ENSMUSG00000139815,Gm58016
ENSMUST00000355644,ENSMUSG00000139815,Gm58016
ENSMUST00000355720,ENSMUSG00000139826,Gm58017
ENSMUST00000357132,ENSMUSG00000140024,Gm58018
ENSMUST00000357133,ENSMUSG00000140024,Gm58018
ENSMUST00000189344,ENSMUSG00000101422,Gm29301
ENSMUST00000187383,ENSMUSG00000101422,Gm29301
ENSMUST00000190850,ENSMUSG00000101422,Gm29301
ENSMUST00000360211,ENSMUSG00000140552,Gm58019
ENSMUST00000360457,ENSMUSG00000140612,Gm58020
ENSMUST00000360458,ENSMUSG00000140612,Gm58020
ENSMUST00000360459,ENSMUSG00000140612,Gm58020
ENSMUST00000360640,ENSMUSG00000140649,Gm58021
ENSMUST00000361780,ENSMUSG00000140890,Gm58022
ENSMUST00000362023,ENSMUSG00000140918,Gm58023
ENSMUST00000362024,ENSMUSG00000140918,Gm58023
ENSMUST00000362418,ENSMUSG00000140989,Gm58024
ENSMUST00000179483,ENSMUSG00000096768,Erdr1y
ENSMUST00000238758,ENSMUSG00000096768,Erdr1y
ENSMUST00000238238,ENSMUSG00000096768,Erdr1y
ENSMUST00000238471,ENSMUSG00000096768,Erdr1y
ENSMUST00000364334,ENSMUSG00000096768,Erdr1y
ENSMUST00000364335,ENSMUSG00000096768,Erdr1y
ENSMUST00000364336,ENSMUSG00000096768,Erdr1y
ENSMUST00000364337,ENSMUSG00000096768,Erdr1y
ENSMUST00000364338,ENSMUSG00000096768,Erdr1y
ENSMUST00000364339,ENSMUSG00000096768,Erdr1y
ENSMUST00000364340,ENSMUSG00000096768,Erdr1y
ENSMUST00000364341,ENSMUSG00000096768,Erdr1y
ENSMUST00000364342,ENSMUSG00000096768,Erdr1y
ENSMUST00000364343,ENSMUSG00000096768,Erdr1y
ENSMUST00000364344,ENSMUSG00000096768,Erdr1y
ENSMUST00000364345,ENSMUSG00000096768,Erdr1y
ENSMUST00000364346,ENSMUSG00000096768,Erdr1y
ENSMUST00000364347,ENSMUSG00000096768,Erdr1y
ENSMUST00000364348,ENSMUSG00000096768,Erdr1y
ENSMUST00000364349,ENSMUSG00000096768,Erdr1y
ENSMUST00000364350,ENSMUSG00000096768,Erdr1y
ENSMUST00000364351,ENSMUSG00000096768,Erdr1y
ENSMUST00000364352,ENSMUSG00000096768,Erdr1y
ENSMUST00000364353,ENSMUSG00000096768,Erdr1y
ENSMUST00000364354,ENSMUSG00000096768,Erdr1y
ENSMUST00000364355,ENSMUSG00000096768,Erdr1y
ENSMUST00000364356,ENSMUSG00000096768,Erdr1y
ENSMUST00000364357,ENSMUSG00000096768,Erdr1y
ENSMUST00000364358,ENSMUSG00000096768,Erdr1y
ENSMUST00000364359,ENSMUSG00000096768,Erdr1y
ENSMUST00000364360,ENSMUSG00000096768,Erdr1y
ENSMUST00000364361,ENSMUSG00000096768,Erdr1y
ENSMUST00000364362,ENSMUSG00000096768,Erdr1y
ENSMUST00000364579,ENSMUSG00000141320,Gm58025
ENSMUST00000364580,ENSMUSG00000141320,Gm58025
ENSMUST00000364986,ENSMUSG00000141397,Gm58026
ENSMUST00000364987,ENSMUSG00000141397,Gm58026
ENSMUST00000365262,ENSMUSG00000141439,Gm58027
ENSMUST00000365263,ENSMUSG00000141439,Gm58027
ENSMUST00000366330,ENSMUSG00000141657,Gm58028
ENSMUST00000366603,ENSMUSG00000141725,Gm58029
ENSMUST00000371600,ENSMUSG00000142532,Gm58030
ENSMUST00000371601,ENSMUSG00000142532,Gm58030
ENSMUST00000373515,ENSMUSG00000142843,Gm58031
ENSMUST00000375175,ENSMUSG00000143181,Gm58032
ENSMUST00000375176,ENSMUSG00000143181,Gm58032
ENSMUST00000376542,ENSMUSG00000143392,Gm58033
ENSMUST00000376543,ENSMUSG00000143392,Gm58033
ENSMUST00000376749,ENSMUSG00000143430,Gm58034
ENSMUST00000377548,ENSMUSG00000143515,Gm58035
ENSMUST00000185226,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379785,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379786,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379787,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379788,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379789,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379790,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000379791,ENSMUSG00000101796,1700020D14Rik
ENSMUST00000380804,ENSMUSG00000144034,Gm58036
ENSMUST00000186909,ENSMUSG00000100271,Gm21127
ENSMUST00000312334,ENSMUSG00000132449,Gm58037
ENSMUST00000312335,ENSMUSG00000132449,Gm58037
ENSMUST00000190372,ENSMUSG00000101147,Gm20818
ENSMUST00000271132,ENSMUSG00000125589,Gm58038
ENSMUST00000189115,ENSMUSG00000101254,Gm20932
ENSMUST00000324420,ENSMUSG00000134448,Gm58039
ENSMUST00000324421,ENSMUSG00000134448,Gm58039
ENSMUST00000178380,ENSMUSG00000095049,Gm21756
ENSMUST00000254704,ENSMUSG00000122754,Gm58040
ENSMUST00000254705,ENSMUSG00000122754,Gm58040
ENSMUST00000187173,ENSMUSG00000101852,Gm20886
ENSMUST00000269568,ENSMUSG00000125352,Gm58041
ENSMUST00000185495,ENSMUSG00000099438,Gm21808
ENSMUST00000366569,ENSMUSG00000141715,Gm58042
ENSMUST00000366570,ENSMUSG00000141715,Gm58042
ENSMUST00000189198,ENSMUSG00000101383,Gm28843
ENSMUST00000311672,ENSMUSG00000132342,Gm58043
ENSMUST00000311673,ENSMUSG00000132342,Gm58043
ENSMUST00000187981,ENSMUSG00000100442,Gm20866
ENSMUST00000277598,ENSMUSG00000126681,Gm58044
ENSMUST00000277599,ENSMUSG00000126681,Gm58044
ENSMUST00000190110,ENSMUSG00000101518,Gm20868
ENSMUST00000338074,ENSMUSG00000136896,Gm20868
ENSMUST00000338075,ENSMUSG00000136896,Gm20868
ENSMUST00000189684,ENSMUSG00000100677,Gm21184
ENSMUST00000263968,ENSMUSG00000124489,Gm58046
ENSMUST00000263969,ENSMUSG00000124489,Gm58046
ENSMUST00000190814,ENSMUSG00000100171,Gm21201
ENSMUST00000314809,ENSMUSG00000132913,Gm58047
ENSMUST00000314810,ENSMUSG00000132913,Gm58047
ENSMUST00000189591,ENSMUSG00000101787,Gm20853
ENSMUST00000273633,ENSMUSG00000125957,Gm58048
ENSMUST00000273634,ENSMUSG00000125957,Gm58048
ENSMUST00000185717,ENSMUSG00000101043,Gm29075
ENSMUST00000278811,ENSMUSG00000126888,Gm58049
ENSMUST00000278812,ENSMUSG00000126888,Gm58049
ENSMUST00000186383,ENSMUSG00000101336,Gm28480
ENSMUST00000250225,ENSMUSG00000122006,Gm58050
ENSMUST00000250226,ENSMUSG00000122006,Gm58050
ENSMUST00000187463,ENSMUSG00000101593,Gm20842
ENSMUST00000360744,ENSMUSG00000140676,Gm58051
ENSMUST00000360745,ENSMUSG00000140676,Gm58051
ENSMUST00000187275,ENSMUSG00000099733,Gm21880
ENSMUST00000292113,ENSMUSG00000129201,Gm58052
ENSMUST00000292114,ENSMUSG00000129201,Gm58052
ENSMUST00000185833,ENSMUSG00000100540,Gm20799
ENSMUST00000306950,ENSMUSG00000131644,Gm58053
ENSMUST00000187263,ENSMUSG00000099999,Gm21795
ENSMUST00000256240,ENSMUSG00000123115,Gm58054
ENSMUST00000256241,ENSMUSG00000123115,Gm58054
ENSMUST00000186101,ENSMUSG00000101844,Gm20844
ENSMUST00000256087,ENSMUSG00000123071,Gm58055
ENSMUST00000256088,ENSMUSG00000123071,Gm58055
ENSMUST00000191488,ENSMUSG00000099525,Gm21872
ENSMUST00000324213,ENSMUSG00000134390,Gm58056
ENSMUST00000324214,ENSMUSG00000134390,Gm58056
ENSMUST00000191050,ENSMUSG00000100749,Gm20798
ENSMUST00000324148,ENSMUSG00000134373,Gm58057
ENSMUST00000324149,ENSMUSG00000134373,Gm58057
ENSMUST00000188700,ENSMUSG00000100869,Gm20846
ENSMUST00000267609,ENSMUSG00000124999,Gm58058
ENSMUST00000186066,ENSMUSG00000101277,Gm20847
ENSMUST00000298510,ENSMUSG00000130209,Gm58059
ENSMUST00000298511,ENSMUSG00000130209,Gm58059
ENSMUST00000190836,ENSMUSG00000099371,Gm20848
ENSMUST00000340961,ENSMUSG00000137310,Gm58060
ENSMUST00000340962,ENSMUSG00000137310,Gm58060
ENSMUST00000187962,ENSMUSG00000100359,Gm21766
ENSMUST00000274981,ENSMUSG00000126196,Gm58061
ENSMUST00000185634,ENSMUSG00000099495,Gm20800
ENSMUST00000313515,ENSMUSG00000132684,Gm58062
ENSMUST00000313516,ENSMUSG00000132684,Gm58062
ENSMUST00000186201,ENSMUSG00000101747,Gm21683
ENSMUST00000320941,ENSMUSG00000133818,Gm58063
ENSMUST00000320942,ENSMUSG00000133818,Gm58063
ENSMUST00000185598,ENSMUSG00000101575,Gm20898
ENSMUST00000315735,ENSMUSG00000133069,Gm58064
ENSMUST00000315736,ENSMUSG00000133069,Gm58064
ENSMUST00000191596,ENSMUSG00000101715,Gm21855
ENSMUST00000342615,ENSMUSG00000137608,Gm58065
ENSMUST00000342616,ENSMUSG00000137608,Gm58065
ENSMUST00000189258,ENSMUSG00000100785,Gm29333
ENSMUST00000332716,ENSMUSG00000135869,Gm58066
ENSMUST00000332717,ENSMUSG00000135869,Gm58066
ENSMUST00000185643,ENSMUSG00000100698,Gm20902
ENSMUST00000369316,ENSMUSG00000142148,Gm58067
ENSMUST00000369317,ENSMUSG00000142148,Gm58067
ENSMUST00000191056,ENSMUSG00000100179,Gm21715
ENSMUST00000282602,ENSMUSG00000127490,Gm58068
ENSMUST00000282603,ENSMUSG00000127490,Gm58068
ENSMUST00000189624,ENSMUSG00000100283,Gm29024
ENSMUST00000305911,ENSMUSG00000131452,Gm58069
ENSMUST00000305912,ENSMUSG00000131452,Gm58069
ENSMUST00000190662,ENSMUSG00000101161,Gm21799
ENSMUST00000295688,ENSMUSG00000129776,Gm58070
ENSMUST00000295689,ENSMUSG00000129776,Gm58070
ENSMUST00000190671,ENSMUSG00000100066,Gm21835
ENSMUST00000375689,ENSMUSG00000143261,Gm58071
ENSMUST00000375690,ENSMUSG00000143261,Gm58071
ENSMUST00000186019,ENSMUSG00000100428,Gm29413
ENSMUST00000329381,ENSMUSG00000135299,Gm58072
ENSMUST00000329382,ENSMUSG00000135299,Gm58072
ENSMUST00000186497,ENSMUSG00000101710,Gm20922
ENSMUST00000355651,ENSMUSG00000139817,Gm58073
ENSMUST00000355652,ENSMUSG00000139817,Gm58073
ENSMUST00000185911,ENSMUSG00000101980,Gm21922
ENSMUST00000347307,ENSMUSG00000138354,Gm58074
ENSMUST00000347308,ENSMUSG00000138354,Gm58074
ENSMUST00000191308,ENSMUSG00000100203,Gm21924
ENSMUST00000277887,ENSMUSG00000126737,Gm58075
ENSMUST00000277888,ENSMUSG00000126737,Gm58075
ENSMUST00000187671,ENSMUSG00000100669,Gm21111
ENSMUST00000258019,ENSMUSG00000123367,Gm58076
ENSMUST00000258020,ENSMUSG00000123367,Gm58076
ENSMUST00000190360,ENSMUSG00000099460,Gm21735
ENSMUST00000281808,ENSMUSG00000127375,Gm58077
ENSMUST00000180966,ENSMUSG00000096438,Gapdh-ps15
ENSMUST00000306866,ENSMUSG00000131626,Gm58078
ENSMUST00000189993,ENSMUSG00000099489,Gm21787
ENSMUST00000270764,ENSMUSG00000125552,Gm58079
ENSMUST00000187354,ENSMUSG00000100845,Gm28770
ENSMUST00000300627,ENSMUSG00000130592,Gm58080
ENSMUST00000300628,ENSMUSG00000130592,Gm58080
ENSMUST00000180177,ENSMUSG00000096275,Gm20901
ENSMUST00000266987,ENSMUSG00000124941,Gm20901
ENSMUST00000266988,ENSMUSG00000124941,Gm20901
ENSMUST00000266989,ENSMUSG00000124941,Gm20901
ENSMUST00000189854,ENSMUSG00000101292,Gm29496
ENSMUST00000344128,ENSMUSG00000137866,Gm58082
ENSMUST00000187388,ENSMUSG00000100560,Gm21180
ENSMUST00000280046,ENSMUSG00000127117,Gm58083
ENSMUST00000187743,ENSMUSG00000101478,Gm20859
ENSMUST00000259140,ENSMUSG00000123595,Gm58084
ENSMUST00000259141,ENSMUSG00000123595,Gm58084
ENSMUST00000189319,ENSMUSG00000101727,Gm29495
ENSMUST00000259321,ENSMUSG00000123642,Gm58085
ENSMUST00000259322,ENSMUSG00000123642,Gm58085
ENSMUST00000259323,ENSMUSG00000123642,Gm58085
ENSMUST00000179473,ENSMUSG00000095179,Gm21638
ENSMUST00000305690,ENSMUSG00000131403,Gm58086
ENSMUST00000305691,ENSMUSG00000131403,Gm58086
ENSMUST00000305692,ENSMUSG00000131403,Gm58086
ENSMUST00000305693,ENSMUSG00000131403,Gm58086
ENSMUST00000305694,ENSMUSG00000131403,Gm58086
ENSMUST00000305695,ENSMUSG00000131403,Gm58086
ENSMUST00000187614,ENSMUSG00000101602,Gm28700
ENSMUST00000292498,ENSMUSG00000129268,Gm58087
ENSMUST00000190025,ENSMUSG00000101017,Gm21658
ENSMUST00000333166,ENSMUSG00000135939,Gm58088
ENSMUST00000333167,ENSMUSG00000135939,Gm58088
ENSMUST00000191590,ENSMUSG00000101194,Gm29149
ENSMUST00000356197,ENSMUSG00000139895,Gm58089
ENSMUST00000189235,ENSMUSG00000101562,Gm29144
ENSMUST00000287012,ENSMUSG00000128350,Gm58090
ENSMUST00000191433,ENSMUSG00000101098,Gm20808
ENSMUST00000340919,ENSMUSG00000137302,Gm58091
ENSMUST00000340920,ENSMUSG00000137302,Gm58091
ENSMUST00000187334,ENSMUSG00000100741,Gm28814
ENSMUST00000319148,ENSMUSG00000133607,Gm58092
ENSMUST00000319149,ENSMUSG00000133607,Gm58092
ENSMUST00000190655,ENSMUSG00000099833,Gm29165
ENSMUST00000300598,ENSMUSG00000130583,Gm58093
ENSMUST00000300599,ENSMUSG00000130583,Gm58093
ENSMUST00000190489,ENSMUSG00000101259,Gm21242
ENSMUST00000287884,ENSMUSG00000128485,Gm21242
ENSMUST00000287885,ENSMUSG00000128485,Gm21242
ENSMUST00000190977,ENSMUSG00000099542,Gm28504
ENSMUST00000286532,ENSMUSG00000128257,Gm58095
ENSMUST00000286533,ENSMUSG00000128257,Gm58095
ENSMUST00000286534,ENSMUSG00000128257,Gm58095
ENSMUST00000191009,ENSMUSG00000101340,Gm29607
ENSMUST00000335767,ENSMUSG00000136444,Gm58096
ENSMUST00000190270,ENSMUSG00000100107,Gm28567
ENSMUST00000332842,ENSMUSG00000135906,Gm58097
ENSMUST00000332843,ENSMUSG00000135906,Gm58097
ENSMUST00000187765,ENSMUSG00000099972,Gm21248
ENSMUST00000317670,ENSMUSG00000133410,Gm58098
ENSMUST00000317671,ENSMUSG00000133410,Gm58098
ENSMUST00000179551,ENSMUSG00000096332,Gm21241
ENSMUST00000352138,ENSMUSG00000139253,Gm58099
ENSMUST00000352139,ENSMUSG00000139253,Gm58099
ENSMUST00000188431,ENSMUSG00000100148,Gm28158
ENSMUST00000292551,ENSMUSG00000129274,Gm58100
ENSMUST00000185655,ENSMUSG00000100756,Gm21257
ENSMUST00000251274,ENSMUSG00000122194,Gm58101
ENSMUST00000251275,ENSMUSG00000122194,Gm58101
ENSMUST00000187310,ENSMUSG00000101833,Gm20791
ENSMUST00000350625,ENSMUSG00000138993,Gm58102
ENSMUST00000350626,ENSMUSG00000138993,Gm58102
ENSMUST00000190209,ENSMUSG00000101688,Gm20841
ENSMUST00000368405,ENSMUSG00000142004,Gm58103
ENSMUST00000368406,ENSMUSG00000142004,Gm58103
ENSMUST00000187547,ENSMUSG00000100991,Gm21856
ENSMUST00000305438,ENSMUSG00000131353,Gm58104
ENSMUST00000305439,ENSMUSG00000131353,Gm58104
ENSMUST00000186766,ENSMUSG00000100245,Gm21282
ENSMUST00000347614,ENSMUSG00000138386,Gm58105
ENSMUST00000347615,ENSMUSG00000138386,Gm58105
ENSMUST00000189508,ENSMUSG00000101594,Gm21779
ENSMUST00000254233,ENSMUSG00000122678,Gm58106
ENSMUST00000189184,ENSMUSG00000100978,Gm20912
ENSMUST00000310598,ENSMUSG00000132191,Gm58107
ENSMUST00000310599,ENSMUSG00000132191,Gm58107
ENSMUST00000187654,ENSMUSG00000100519,Gm20801
ENSMUST00000303815,ENSMUSG00000131073,Gm58108
ENSMUST00000303816,ENSMUSG00000131073,Gm58108
ENSMUST00000185653,ENSMUSG00000100591,Gm21919
ENSMUST00000276748,ENSMUSG00000126507,Gm58109
ENSMUST00000191319,ENSMUSG00000100974,Gm28459
ENSMUST00000342881,ENSMUSG00000137671,Gm28459
ENSMUST00000342882,ENSMUSG00000137671,Gm28459
ENSMUST00000191392,ENSMUSG00000101914,Gm21790
ENSMUST00000360797,ENSMUSG00000140685,Gm58111
ENSMUST00000360798,ENSMUSG00000140685,Gm58111
ENSMUST00000188442,ENSMUSG00000099834,Gm21728
ENSMUST00000322490,ENSMUSG00000134111,Gm58112
ENSMUST00000322491,ENSMUSG00000134111,Gm58112
ENSMUST00000185728,ENSMUSG00000100438,Gm21825
ENSMUST00000318720,ENSMUSG00000133568,Gm58113
ENSMUST00000185563,ENSMUSG00000100640,Gm29073
ENSMUST00000346560,ENSMUSG00000138258,Gm58114
ENSMUST00000188795,ENSMUSG00000100989,Gm29647
ENSMUST00000343121,ENSMUSG00000137716,Gm58115
ENSMUST00000343122,ENSMUSG00000137716,Gm58115
ENSMUST00000343123,ENSMUSG00000137716,Gm58115
ENSMUST00000343124,ENSMUSG00000137716,Gm58115
ENSMUST00000343125,ENSMUSG00000137716,Gm58115
ENSMUST00000343126,ENSMUSG00000137716,Gm58115
ENSMUST00000343127,ENSMUSG00000137716,Gm58115
ENSMUST00000343128,ENSMUSG00000137716,Gm58115
ENSMUST00000343130,ENSMUSG00000137716,Gm58115
ENSMUST00000343131,ENSMUSG00000137716,Gm58115
ENSMUST00000188007,ENSMUSG00000101072,Gm29470
ENSMUST00000335609,ENSMUSG00000136413,Gm58116
ENSMUST00000187487,ENSMUSG00000100994,Gm21333
ENSMUST00000320997,ENSMUSG00000133827,Gm58117
ENSMUST00000320998,ENSMUSG00000133827,Gm58117
ENSMUST00000189954,ENSMUSG00000100611,Gm21247
ENSMUST00000262927,ENSMUSG00000124289,Gm58118
ENSMUST00000262928,ENSMUSG00000124289,Gm58118
ENSMUST00000186754,ENSMUSG00000099374,Gm21344
ENSMUST00000363843,ENSMUSG00000141214,Gm58119
ENSMUST00000363844,ENSMUSG00000141214,Gm58119
ENSMUST00000189065,ENSMUSG00000100882,Gm20849
ENSMUST00000306592,ENSMUSG00000131562,Gm58120
ENSMUST00000306593,ENSMUSG00000131562,Gm58120
ENSMUST00000187297,ENSMUSG00000100048,Gm28603
ENSMUST00000298431,ENSMUSG00000130191,Gm58121
ENSMUST00000298432,ENSMUSG00000130191,Gm58121
ENSMUST00000187269,ENSMUSG00000100339,Gm21864
ENSMUST00000295062,ENSMUSG00000129678,Gm58122
ENSMUST00000295063,ENSMUSG00000129678,Gm58122
ENSMUST00000190593,ENSMUSG00000099546,Gm21802
ENSMUST00000258845,ENSMUSG00000123517,Gm58123
ENSMUST00000258846,ENSMUSG00000123517,Gm58123
ENSMUST00000238208,ENSMUSG00000118466,Gm21170
ENSMUST00000334836,ENSMUSG00000136225,Gm58124
ENSMUST00000334837,ENSMUSG00000136225,Gm58124
ENSMUST00000334838,ENSMUSG00000136225,Gm58124
ENSMUST00000185883,ENSMUSG00000100986,Gm21741
ENSMUST00000322102,ENSMUSG00000134025,Gm58125
ENSMUST00000322103,ENSMUSG00000134025,Gm58125
ENSMUST00000191559,ENSMUSG00000101718,Gm20862
ENSMUST00000258016,ENSMUSG00000123365,Gm58126
ENSMUST00000258017,ENSMUSG00000123365,Gm58126
ENSMUST00000188992,ENSMUSG00000099736,Gm20863
ENSMUST00000297252,ENSMUSG00000129940,Gm58127
ENSMUST00000297253,ENSMUSG00000129940,Gm58127
ENSMUST00000188075,ENSMUSG00000101657,Gm20864
ENSMUST00000347049,ENSMUSG00000138308,Gm58128
ENSMUST00000347050,ENSMUSG00000138308,Gm58128
ENSMUST00000186484,ENSMUSG00000099915,Gm21191
ENSMUST00000265044,ENSMUSG00000124622,Gm58129
ENSMUST00000265045,ENSMUSG00000124622,Gm58129
ENSMUST00000265046,ENSMUSG00000124622,Gm58129
ENSMUST00000186689,ENSMUSG00000100086,Gm21271
ENSMUST00000312836,ENSMUSG00000132545,Gm58130
ENSMUST00000312837,ENSMUSG00000132545,Gm58130
ENSMUST00000189900,ENSMUSG00000101310,Gm21281
ENSMUST00000270758,ENSMUSG00000125549,Gm58131
ENSMUST00000270759,ENSMUSG00000125549,Gm58131
ENSMUST00000189621,ENSMUSG00000101742,Gm21380
ENSMUST00000359073,ENSMUSG00000140327,Gm58132
ENSMUST00000359074,ENSMUSG00000140327,Gm58132
ENSMUST00000188517,ENSMUSG00000100024,Gm21782
ENSMUST00000351623,ENSMUSG00000139178,Gm58133
ENSMUST00000186571,ENSMUSG00000101821,Gm21308
ENSMUST00000376410,ENSMUSG00000143371,Gm58134
ENSMUST00000187583,ENSMUSG00000102079,Gm21879
ENSMUST00000269779,ENSMUSG00000125393,Gm58135
ENSMUST00000269780,ENSMUSG00000125393,Gm58135
ENSMUST00000186896,ENSMUSG00000101990,Gm20856
ENSMUST00000294310,ENSMUSG00000129532,Gm58136
ENSMUST00000294311,ENSMUSG00000129532,Gm58136
ENSMUST00000185440,ENSMUSG00000100581,Gm21785
ENSMUST00000314088,ENSMUSG00000132797,Gm58137
ENSMUST00000314089,ENSMUSG00000132797,Gm58137
ENSMUST00000188591,ENSMUSG00000101221,Gm21881
ENSMUST00000348124,ENSMUSG00000138483,Gm58138
ENSMUST00000348125,ENSMUSG00000138483,Gm58138
ENSMUST00000187508,ENSMUSG00000099992,Gm21435
