"gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000069049","Eif2s3y",532.093051218666,6.33397789443883,0.193579406771632,32.7203084257361,8.03242084034229e-235,1.41009147852209e-230
"ENSMUSG00000069045","Ddx3y",440.027275815774,6.86462526461966,0.284756919917517,24.106965571225,2.11275292216963e-128,1.85446887743439e-124
"ENSMUSG00000056673","Kdm5d",309.480474959352,7.72551624675915,0.353124077909427,21.8776252599254,4.24372774688938e-106,2.4832880198881e-102
"ENSMUSG00000068457","Uty",295.678150273949,8.66184450386967,0.510566295045437,16.965171003109,1.48666266162798e-64,6.52459075621978e-61
"ENSMUSG00000035150","Eif2s3x",3284.97250300373,-0.5671981353758,0.0662185470337625,-8.56554788323287,1.07563153810999e-17,3.77654233030419e-14
"ENSMUSG00000037369","Kdm6a",595.087867501796,-0.850324647398895,0.108168338079059,-7.8611233425571,3.80703677344702e-15,1.11387550929771e-11
"ENSMUSG00000061100","Retnla",226.722358875038,-1.22873369094702,0.228104970383925,-5.38670283632545,7.17619348212682e-08,0.000179968680826766
"ENSMUSG00000002265","Peg3",404.816898462272,-0.783800043052829,0.159383797856019,-4.91768958699858,8.75716300211861e-07,0.0017081332944688
"ENSMUSG00000026840","Lamc3",124.838232948275,1.07508638766934,0.218523796475375,4.91976802988817,8.6646840632932e-07,0.0017081332944688
"ENSMUSG00000029281","Smr2",54.6247003814365,3.2343184188014,0.661439507174791,4.88981741144576,1.00929552914731e-06,0.0017718183014181
"ENSMUSG00000079105","C7",22.0231028820081,1.87507777454831,0.402167996167768,4.66242414218885,3.12506292607272e-06,0.00498731633338242
"ENSMUSG00000029838","Ptn",40.6352862932905,-1.17741017346691,0.263327182559937,-4.47128231130833,7.77519783340793e-06,0.0110856703249378
"ENSMUSG00000048572","Tmem252",460.867960254028,-0.628365611363524,0.141000130756049,-4.45648956489758,8.33126543976682e-06,0.0110856703249378
"ENSMUSG00000093861","Igkv1-110",121.995011211837,2.79940147563831,0.629964862923486,4.44374224722169,8.84075104238849e-06,0.0110856703249378
"ENSMUSG00000022347","A1bg",45.9838106762849,-2.88451847369076,0.66344077394193,-4.34781609299045,1.37499822466736e-05,0.0160920625560237
"ENSMUSG00000031226","Pbdc1",406.799642896727,-0.63503192669534,0.14709408361709,-4.31718197686614,1.58033864669678e-05,0.0173392780892262
