UniqueCount	AmbigCount
49616	94
38465	117
190437	25940
647	86407
4886	15
164	50999
122	79962
24	6601
55	5529
37569	31265
37678	92
5791	38
118062	186
0	1
0	0
0	0
0	0
0	0
0	0
8	66
975	3285
997	3254
0	19
47	17
153	39
0	0
0	0
52	93
0	6
0	0
0	0
0	19
0	0
0	0
4	6
0	0
0	0
0	23
0	0
2	0
0	22
0	0
0	0
93	73
0	4
0	0
703	96
0	0
0	28
0	1
1	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	2
0	2
0	2
0	2
1	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	3
0	0
0	3
0	0
0	3
0	3
0	3
0	3
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	5
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
1	83
45	509
18	74
0	255
27	374
0	69
1	4
0	424
3	2
212	680
14	22
121	680
0	149
4	142
1	80
0	431
1	418
0	460
0	435
1	420
6	1
6	123
1	91
2	0
5	20
0	4
2	3
34	636
3	445
0	392
2	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
44	717
294	717
2	22
0	0
0	22
284	265
2	275
6	181
0	0
322	247
48	247
1	1
115	58
2	55
1	4
44	288
0	275
5	281
11	26
2	1371
0	1134
0	542
52	293
63	1372
49	1068
23	1150
24	305
0	864
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
392	4299
1	3510
0	4748
0	3395
23	44
0	399
0	356
0	33
1	0
8	340
0	152
222	334
0	0
0	0
0	0
0	0
0	0
195	18
0	18
2166	232
7	232
14	120
36	34
1	100
0	20
0	16
0	5
0	3
0	7
0	4
0	2
6	2
0	2
133	21
7	21
1	0
141	188
22	193
0	177
1	7
31	7
0	0
3272	501
7	498
0	327
560	1
539	2
7	2
0	2
2	6
0	6
701	215
17	0
2	75
0	217
0	0
0	0
538	45
0	0
2	8
0	14
0	31
44	28
0	28
1	19
8	19
0	295
16	278
0	251
2	154
72	143
0	309
1530	348
19	344
6	1120
0	1124
15	1019
0	19
6	2
0	0
0	1123
1	0
0	0
0	0
185	299
20	298
19	0
0	0
0	0
0	0
0	0
0	0
68	102
0	87
9	27
510	1314
13	1313
4	90
1	18
1	39
1	1
0	1
319	0
306	0
396	92
0	43
0	13
0	47
11	0
935	263
1	260
0	1033
0	0
3	0
0	0
0	0
0	0
0	19
0	24
0	24
0	22
0	0
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
1	0
0	0
113	642
7	616
2	620
0	10
1	23
1094	10
0	8
0	0
0	0
0	7
0	19
0	19
334	150
3	119
0	1
0	29
21	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
