"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Xkr4",11.8460329547909,0.515836568456418,0.643523175016779,0.801581960809676,0.422794815923074,0.791769284146917
"Gm53491",1.16718808320509,0.835860156953401,2.16873142656881,0.385414324112889,0.699930471656153,NA
"Sox17",72.6122503852151,-0.470294340628634,0.250822900259856,-1.87500559215846,0.0607919542070469,0.33065592301388
"Mrpl15",774.433714891112,-0.45748025061706,0.17582545843941,-2.60189994485189,0.00927088956612997,0.102958020494986
"Lypla1",1513.93754979923,-0.251738879668966,0.148480901484721,-1.69542935927602,0.0899940003460318,0.409696373024161
"Gm57794",4.10721787964498,-0.868331614291773,0.796349512528412,-1.09039008705464,0.275541346648995,0.677111194004195
"Tcea1",1469.52971029831,0.0455953552674324,0.16958970883033,0.268856852116241,0.788039841762241,0.952446405077138
"Rgs20",59.0427492969658,0.215398165341863,0.240822924953638,0.89442550115746,0.371094273315366,0.755599397321104
"Gm16041",0.813789458176718,-0.618676289741657,2.21708534767845,-0.279049379127188,0.780206930147734,NA
"Atp6v1h",2066.11390110836,-0.163653098099034,0.166440501795479,-0.983252852122072,0.325483008485385,0.722931408455916
"Oprk1",0.809664870954647,2.06711237801703,3.07050093414094,0.673216658243865,0.500809464864895,NA
"Gm46206",7.59660188771872,-0.198267980264371,0.662315942311623,-0.299355590886691,0.764668742671994,0.945135124325551
"4732440D04Rik",141.845815759539,0.0732670432804098,0.247191332955179,0.296398107508465,0.766926070424402,0.946046559344722
"Rb1cc1",1179.19855756346,-0.0521104020227642,0.133698655880305,-0.389760104016426,0.696713947597826,0.924558608728525
"St18",2.13421737743604,1.65338267749677,1.76055160390473,0.93912764262617,0.347665213386311,0.738423533533269
"Pcmtd1",4215.51556033066,0.0534453206023667,0.118710895426685,0.450214113963735,0.652556060300576,0.90729755300825
"Gm26901",7.68915533349227,-1.06793941365568,0.613435308765223,-1.74091611355943,0.081698283780799,0.387893798010325
"Sntg1",3.85028902211422,0.113235601136017,0.927286534850377,0.122115006397983,0.902807937437586,0.980402229865967
