gene,log2FoldChange_strain_PAR,log2FoldChange_strain_SL,log2FoldChange_strain_SM,log2FoldChange_strain_LIV,log2FoldChange_strain_PANC,log2FoldChange_sex_PAR,log2FoldChange_sex_SL,log2FoldChange_sex_SM,log2FoldChange_sex_LIV,log2FoldChange_sex_PANC,padj_strain_PAR,padj_strain_SL,padj_strain_SM,padj_strain_LIV,padj_strain_PANC,padj_sex_PAR,padj_sex_SL,padj_sex_SM,padj_sex_LIV,padj_sex_PANC,baseMean_strain_PAR,baseMean_strain_SL,baseMean_strain_SM,baseMean_strain_LIV,baseMean_strain_PANC,baseMean_sex_PAR,baseMean_sex_SL,baseMean_sex_SM,baseMean_sex_LIV,baseMean_sex_PANC
4732440D04Rik,-0.265398055036194,-0.0655018502988074,0.0732670432804098,-0.0321893580357536,-0.104796834489145,-0.114024685040263,-0.101479203453565,0.346610475755798,-0.342268320310814,-0.976011221235112,0.999997843896355,0.835793626350581,0.946046559344722,0.969955953546138,0.905522985947707,0.999978656998048,0.999703591649468,0.389917042835796,0.7256275917602,0.360137229418334,115.097900431249,162.031785082623,141.845815759539,37.4967534639661,31.6734459976756,115.097900431249,162.031785082623,141.845815759539,37.4967534639661,31.6734459976756
Rb1cc1,-0.173314582064377,-0.0950252709941323,-0.0521104020227642,-0.0518360128177016,1.60425158628148e-5,0.070131232491846,0.0553643165272943,-0.0213394721286317,0.0789108745880158,0.105472260297191,0.999997843896355,0.671286289947281,0.924558608728525,0.828879460944998,0.999918906275255,0.999978656998048,0.999703591649468,0.949556370737308,0.811934438660726,0.784768155832122,1105.39123420333,1634.52665206448,1179.19855756346,1078.76794924917,505.069324062004,1105.39123420333,1634.52665206448,1179.19855756346,1078.76794924917,505.069324062004
St18,0.997715111894308,1.15971689300009,1.65338267749677,NA,0.652950590498076,-1.46339451458662,-0.269211488746395,2.9279570406354,NA,-0.768524906943866,NA,0.550918739714498,0.738423533533269,NA,0.66910302343771,NA,NA,0.286152032234765,NA,NA,2.99566033339344,2.97967106716134,2.13421737743604,NA,4.76444915799829,2.99566033339344,2.97967106716134,2.13421737743604,NA,4.76444915799829
Pcmtd1,-0.189159001583535,0.0614642016849038,0.0534453206023667,-0.0926142932539512,0.511371190435655,0.223544945275879,0.134057125076435,-0.135794334921654,0.00760320348129171,0.514455741096902,0.999997843896355,0.748365079623291,0.90729755300825,0.670660389008292,0.318036988377008,0.999978656998048,0.999703591649468,0.505860011660368,0.98403955825148,0.52068376452975,3711.86960813887,5887.57514641691,4215.51556033066,3897.93098540985,1611.43711247171,3711.86960813887,5887.57514641691,4215.51556033066,3897.93098540985,1611.43711247171
Gm26901,0.268287097171566,-0.14185920596571,-1.06793941365568,-0.827717301465808,-0.366131650503526,-2.00454707082746,-0.128811070813632,-0.91887553079947,0.849905734400826,0.0427448957291307,NA,0.899661162091672,0.387893798010325,0.542385657013817,NA,NA,0.999703591649468,0.350273276721143,0.659276179546625,NA,9.2572753442283,14.8077624494407,7.68915533349227,4.30808971888036,1.85703649869937,9.2572753442283,14.8077624494407,7.68915533349227,4.30808971888036,1.85703649869937
Sntg1,3.2119692642342,1.08924839152559,0.113235601136017,-3.53261045840442,0.775479054259693,-1.49919691675627,0.361257962354465,-0.10325500192502,-0.606672575845751,1.07502924954496,NA,0.584307684052922,0.980402229865967,1.50301298688551e-4,0.736228497867162,NA,NA,0.963151372343838,0.774318542278532,NA,8.43787507499337,2.42050200672735,3.85028902211422,18.5839993210395,4.49688390937935,8.43787507499337,2.42050200672735,3.85028902211422,18.5839993210395,4.49688390937935
Rrs1,-0.522516451269531,0.0578594404945834,0.226848384079992,-0.216126096722608,0.0363675959435708,0.630231453258681,0.100787762908339,-0.291259105266309,0.150453919720123,0.0648528482537128,0.999997843896355,0.876520712184773,0.51881252935089,0.517433210508708,0.947426133319587,0.999978656998048,0.999703591649468,0.214270245622466,0.779352411610864,0.919749278824859,966.158068403878,891.204677792274,823.453944783928,871.056639401216,375.754021990433,966.158068403878,891.204677792274,823.453944783928,871.056639401216,375.754021990433
Adhfe1,1.33331470301398,0.837319328235165,0.863504598146105,0.788136303669457,0.990478802308016,-0.272633278942463,0.0247856912818866,-0.90229506000347,0.00358120016810001,0.561015703207054,0.999997843896355,0.00191483543836213,0.00164046517029795,7.01685345687447e-8,0.231205368831587,0.999978656998048,0.999703591649468,3.15967418709617e-4,0.993245494074638,0.659957557081229,718.081536691041,821.138466094711,408.585747871569,3673.80015783136,269.891319872134,718.081536691041,821.138466094711,408.585747871569,3673.80015783136,269.891319872134
2610203C22Rik,0.175076425642111,0.816202646541768,0.544822337750579,0.681852564202143,1.3561340594624,0.590970437469058,-0.0100616673870141,0.0397660392800097,-0.202620988299856,0.0369083537351529,0.999997843896355,0.0463947825442794,0.668472832796237,0.22793321893318,0.40001934368883,0.999978656998048,0.999703591649468,0.97359644973537,0.854363056523465,0.990546432562691,15.4820280739123,24.3619654780035,15.8074816298973,17.7657960186244,5.3265961401516,15.4820280739123,24.3619654780035,15.8074816298973,17.7657960186244,5.3265961401516
Vxn,-0.477884913864752,-0.838483678598772,-2.27335669029261,-0.953386123996508,-1.21890768537849,-0.91678901915497,0.652841676900356,0.132779537491181,-0.548649129772436,1.84316258522137,NA,0.400479572446736,0.00191029164964581,0.57940260032406,0.644878231807908,NA,0.999703591649468,0.919555778102112,NA,NA,8.46043478068133,8.59799998258227,11.2404304691054,3.19335804470844,3.27389559372708,8.46043478068133,8.59799998258227,11.2404304691054,3.19335804470844,3.27389559372708
Mybl1,-1.31751283383586,-0.382093840445699,-0.445961071271262,-0.276118456691414,-1.60268043789999,-1.4478702825027,-0.398430808754542,-0.228099549443222,-0.0203186455148561,-1.00368120223243,0.999997843896355,0.378702952878717,0.503172786657254,0.743580246056754,0.174150397848276,0.999978656998048,0.999703591649468,0.688197086546644,0.987747937434068,0.59396369231985,107.271088349193,45.15366807405,26.1918926063925,12.133821397926,14.8740317974807,107.271088349193,45.15366807405,26.1918926063925,12.133821397926,14.8740317974807
